accident_count,accident_severity,rainfall_mm,visibility_km,road_condition,traffic_density,hour_of_day,is_weekend,is_high_speed,risk_score
10,2,5.1,11.23,3,2,8,1,0,59.3
13,1,42.2,14.32,2,3,23,0,0,92.3
10,2,21.5,11.67,3,2,18,1,1,66.2
12,1,53.9,12.23,3,1,13,0,1,68.6
14,2,0.6,7.68,3,2,21,0,1,77.0
14,2,5.0,1.03,2,2,11,1,0,82.6
14,1,3.3,6.18,4,4,3,0,1,71.9
15,1,0.2,6.96,4,2,6,0,0,41.5
11,2,4.2,6.01,2,3,16,0,0,64.1
9,3,17.0,8.22,3,1,0,1,1,88.6
11,1,3.9,9.77,3,3,13,0,0,51.8
10,1,10.7,11.41,3,3,14,0,0,54.8
8,3,32.8,6.89,4,4,11,0,0,78.5
10,1,17.8,0.38,3,1,11,0,1,74.6
11,2,7.5,6.07,3,2,5,1,1,61.4
14,1,7.0,8.17,3,3,12,0,0,53.0
14,1,9.1,12.89,2,1,15,0,1,61.0
8,2,2.9,5.73,2,2,13,0,1,59.4
13,2,15.1,10.05,3,4,6,1,1,74.2
11,1,6.8,9.16,1,2,15,1,0,61.4
7,1,28.7,8.18,5,4,22,1,1,66.3
8,2,21.2,11.72,4,1,8,0,1,64.4
9,2,14.1,5.36,4,3,13,0,0,57.5
12,1,6.8,5.7,5,2,23,0,0,55.1
17,2,3.5,7.95,3,2,6,1,0,73.0
10,2,22.5,5.44,4,4,11,1,0,57.6
12,2,10.0,10.03,2,1,2,1,0,73.6
11,2,3.8,5.15,1,3,13,0,0,67.0
8,1,3.3,8.91,4,3,18,0,0,40.2
11,2,2.7,7.6,1,2,10,0,0,64.8
15,2,22.5,8.86,5,4,4,1,0,83.4
16,1,3.9,6.16,3,2,22,0,1,80.0
12,1,11.2,6.64,4,3,12,1,1,58.2
22,1,9.0,8.38,2,2,9,0,0,75.3
14,2,13.0,8.81,3,3,6,0,0,70.7
11,1,31.5,7.98,1,2,16,0,0,63.9
14,2,30.3,14.82,4,1,15,0,0,65.1
10,3,9.0,4.04,2,2,7,0,0,74.7
11,2,0.2,7.74,3,1,16,0,1,51.0
11,3,8.3,1.71,2,2,12,0,0,90.1
11,3,14.0,9.49,1,1,10,0,1,71.5
11,1,12.2,3.54,3,1,19,1,1,67.9
13,2,15.8,6.89,2,1,17,1,0,64.9
15,1,2.5,6.51,4,2,4,0,0,60.1
16,3,15.6,9.12,2,2,5,0,0,85.0
15,1,3.0,5.79,3,2,19,0,0,56.1
12,3,20.8,5.62,3,1,13,1,0,76.6
9,2,6.2,13.74,2,3,11,0,1,72.7
13,2,18.6,9.14,3,3,3,0,1,84.1
15,1,0.7,5.76,4,2,6,1,1,52.4
9,1,7.9,7.0,2,3,10,0,0,50.6
6,2,18.3,14.58,1,2,19,1,0,64.6
8,1,3.9,7.06,3,3,1,0,0,64.6
9,2,23.8,5.24,3,2,3,0,0,70.3
12,1,14.9,5.26,3,1,6,0,0,49.6
11,2,13.3,5.8,3,3,0,1,1,80.6
8,1,6.5,5.62,4,3,14,1,0,45.3
5,2,9.9,2.88,1,1,19,0,1,69.5
13,2,13.6,3.5,3,2,21,0,1,94.1
17,1,9.6,4.68,3,3,23,0,0,78.5
21,1,18.0,10.37,3,3,7,1,1,80.0
7,1,8.5,6.48,5,3,4,0,0,52.3
8,2,3.4,7.17,3,1,13,1,0,45.0
13,2,3.6,13.08,5,2,17,0,1,56.1
19,2,0.1,13.18,3,1,2,0,0,82.7
10,2,5.4,6.87,1,2,1,0,1,89.9
8,1,20.7,5.48,2,1,21,1,1,67.0
7,1,23.7,4.54,3,3,15,1,1,67.6
9,1,3.4,10.77,3,2,13,0,1,46.5
19,1,47.9,7.18,1,3,15,0,0,97.3
11,3,10.5,6.45,3,1,10,0,0,61.3
6,3,37.3,4.75,3,1,16,0,0,63.8
14,1,18.4,4.92,2,2,2,1,0,82.2
11,2,19.2,9.28,2,2,22,0,0,80.8
11,2,1.3,2.74,4,3,22,1,1,88.7
10,1,3.7,11.98,3,2,4,1,0,61.8
13,1,0.1,5.86,4,1,2,1,1,60.9
10,1,18.9,7.4,3,1,14,1,1,54.9
9,2,6.3,2.65,3,1,22,0,0,78.6
14,3,23.2,7.95,2,3,4,1,0,98.0
6,2,6.2,6.69,3,2,21,0,0,60.2
10,1,25.7,7.8,3,3,2,0,0,74.5
9,1,2.1,13.89,3,3,5,1,0,51.9
10,2,2.9,8.71,2,1,22,0,0,67.9
11,2,6.3,4.82,2,1,13,1,1,61.3
16,2,7.9,5.15,4,3,23,1,0,77.7
14,2,6.4,10.38,3,3,1,1,1,88.1
11,1,21.6,13.19,3,2,17,0,1,59.2
11,2,1.5,9.13,3,1,5,0,0,51.8
14,2,6.5,10.75,4,1,23,0,0,66.6
7,1,27.2,10.44,3,2,4,1,1,73.5
9,2,1.0,13.68,3,1,13,0,1,52.2
14,1,42.8,0.2,5,1,16,0,0,85.9
11,1,64.4,10.67,4,2,10,0,0,74.6
13,1,1.4,11.93,2,1,0,0,0,63.7
8,1,5.2,2.65,2,1,9,0,0,59.2
12,1,7.0,4.46,4,3,8,0,0,51.3
9,1,22.5,4.6,4,2,19,0,0,50.3
15,2,13.6,5.08,3,4,11,1,1,77.4
9,1,15.5,6.07,3,2,0,0,0,64.8
13,1,21.3,8.97,3,3,23,0,0,77.5
15,1,1.9,11.46,3,1,17,0,0,51.1
12,2,26.9,12.33,3,2,11,1,1,67.9
9,1,18.3,4.65,2,1,1,0,0,59.2
13,1,12.9,4.62,5,1,0,0,1,58.6
10,3,33.1,13.26,4,4,0,0,0,94.6
12,2,18.1,10.59,3,2,0,0,0,80.1
15,3,3.4,8.33,3,4,21,0,0,97.0
8,1,8.4,9.89,2,2,11,0,1,51.8
12,1,10.2,7.88,3,2,6,1,0,52.4
12,2,0.9,10.1,3,2,3,0,1,72.5
8,1,46.4,6.66,3,3,20,0,1,88.6
16,1,2.1,9.08,3,2,19,0,1,57.7
17,1,17.9,1.96,3,4,3,0,0,98.0
16,2,10.6,5.25,4,1,14,1,1,63.2
13,1,0.4,5.29,1,3,0,0,0,81.6
9,3,38.8,6.5,3,2,5,1,0,76.8
9,3,28.6,4.29,4,1,13,1,0,67.2
13,1,11.1,5.87,3,2,13,0,1,56.3
11,2,3.9,1.94,3,2,9,1,0,78.4
6,2,1.9,10.19,3,1,6,0,0,45.1
8,2,6.8,7.67,5,1,22,0,0,54.2
9,1,4.4,1.18,1,2,23,0,0,86.6
11,2,10.6,4.66,3,2,22,0,0,72.0
18,1,50.9,9.35,1,2,21,0,0,98.0
11,3,12.8,5.83,2,1,11,0,0,68.3
14,1,33.1,5.21,3,1,23,0,0,75.8
14,1,15.8,7.7,2,4,18,0,1,78.4
17,2,9.7,9.37,5,4,8,0,0,68.9
9,2,28.9,2.25,5,2,2,0,0,82.0
12,2,9.6,10.2,3,4,3,0,0,86.9
9,1,30.4,4.8,3,3,12,0,1,62.5
15,1,5.2,7.93,3,1,9,0,0,45.0
11,3,2.1,7.86,4,1,13,0,0,51.9
19,2,29.0,5.89,3,4,5,0,0,89.8
11,2,13.3,3.91,1,2,7,0,1,81.7
14,1,33.0,6.86,4,3,18,0,0,62.4
13,1,41.7,14.5,4,3,9,1,0,80.1
12,2,0.8,2.55,3,2,21,0,0,82.8
11,2,10.4,14.77,5,1,4,0,0,60.0
15,1,7.0,6.96,5,1,4,0,0,52.2
11,3,14.7,8.14,3,1,4,0,1,78.9
18,2,23.7,3.65,3,1,8,0,0,73.5
16,1,4.9,4.91,5,2,22,0,1,71.7
20,1,12.2,5.99,2,1,8,0,0,71.7
10,1,18.5,3.82,3,1,14,0,0,53.7
12,2,2.2,7.16,2,2,8,1,0,56.8
9,1,25.2,6.37,4,2,13,0,0,47.6
10,1,14.0,15.0,4,2,5,0,1,55.3
16,2,44.8,3.34,2,2,21,1,0,98.0
8,1,6.2,8.41,5,2,19,0,1,35.5
19,1,1.7,8.99,4,4,7,1,1,67.6
10,1,10.6,3.72,4,1,1,0,0,59.1
13,2,1.3,10.75,1,1,4,0,1,84.6
7,2,52.4,6.41,3,3,16,0,0,66.4
10,1,0.6,0.2,3,2,9,1,0,68.4
19,2,21.0,10.64,3,3,13,0,1,84.2
16,2,11.2,3.53,3,1,17,1,0,69.3
14,1,6.9,3.81,4,3,0,0,0,75.9
14,1,1.0,10.75,3,4,21,0,1,73.6
17,1,14.6,6.61,4,2,1,1,1,77.8
12,1,13.2,11.67,2,1,3,0,0,69.2
11,2,4.9,12.84,2,3,12,1,1,71.6
16,2,36.2,5.42,1,3,15,0,0,94.5
8,1,5.4,11.17,3,3,4,1,1,67.3
12,1,9.0,4.98,3,1,22,0,0,63.8
12,1,11.8,15.0,4,3,9,0,1,53.8
7,2,1.6,5.23,3,1,16,1,0,48.1
14,1,40.4,12.1,3,1,10,0,1,65.7
10,2,7.0,11.38,3,2,4,0,1,75.5
14,1,1.3,9.26,1,2,14,0,0,57.9
11,2,7.3,5.32,2,3,3,0,0,73.6
14,3,13.8,7.39,3,2,6,1,1,76.9
9,1,10.8,0.2,3,1,9,0,1,71.2
19,1,17.8,8.9,4,3,22,0,0,86.1
15,3,0.9,9.4,3,4,23,0,0,98.0
7,1,5.0,8.53,4,1,3,1,1,50.4
11,2,25.7,0.2,3,2,19,0,0,84.5
10,1,1.2,2.94,5,2,4,0,0,54.8
11,2,29.0,5.01,2,2,4,0,1,93.1
12,1,1.4,9.17,3,2,10,0,0,50.2
9,3,27.0,9.16,3,2,18,1,0,68.7
14,2,6.7,7.32,5,1,4,0,0,59.1
11,2,14.2,10.54,2,4,20,0,1,95.2
15,2,2.5,3.9,3,2,7,0,0,63.3
11,2,1.0,10.44,3,2,6,1,1,57.7
9,1,3.6,9.9,3,2,7,0,1,50.0
12,3,2.1,9.51,2,2,12,0,0,62.5
11,3,5.6,7.27,1,2,4,0,1,96.2
10,1,10.8,15.0,3,2,17,1,0,56.7
9,3,13.3,9.97,3,2,23,0,1,84.1
9,2,23.4,4.13,2,2,8,0,0,69.5
15,2,16.0,8.99,3,1,1,0,1,83.4
7,1,14.1,11.01,1,2,15,0,0,54.2
11,1,8.0,5.65,5,3,13,1,0,41.3
12,1,9.6,12.36,3,1,16,0,1,48.5
11,1,8.0,9.53,4,1,5,1,0,39.2
14,2,27.7,0.2,3,1,2,0,1,98.0
9,1,3.9,9.2,5,4,16,0,0,39.0
8,1,0.1,6.38,3,3,12,0,0,39.2
11,3,15.8,10.15,3,2,5,1,1,72.9
10,1,3.4,11.78,3,4,7,0,0,48.4
14,1,33.1,8.78,4,2,5,1,1,68.5
15,1,29.4,14.66,3,4,15,0,0,61.7
16,1,1.2,7.29,2,2,5,0,0,55.3
14,2,1.7,10.5,2,1,16,1,1,70.4
9,2,10.3,11.22,3,2,20,1,0,68.0
10,2,14.1,7.61,3,2,2,0,0,73.0
9,1,4.8,11.12,1,2,22,0,1,71.4
5,2,18.9,5.62,3,2,11,0,0,49.3
13,1,13.6,6.31,3,2,5,0,0,58.8
11,1,5.9,2.75,4,2,20,0,1,71.7
12,1,0.4,8.97,1,1,6,0,1,54.4
5,1,20.8,9.3,3,4,10,0,0,54.2
10,1,3.6,12.72,4,3,8,0,0,37.9
8,1,27.0,11.16,3,4,15,1,1,64.0
7,3,8.2,6.86,2,3,4,0,0,79.5
7,1,12.9,3.29,4,3,14,0,0,50.9
18,1,30.9,9.73,3,2,20,1,1,89.1
16,1,29.9,12.44,3,1,3,0,0,79.1
17,2,7.0,11.02,5,1,4,0,0,72.6
10,1,3.5,12.34,5,2,6,0,1,42.7
11,3,22.4,7.15,3,3,2,0,1,94.2
12,3,8.5,6.13,2,1,3,1,1,89.6
14,1,3.2,5.05,3,4,14,0,0,62.8
10,1,35.2,7.78,1,2,1,0,0,83.6
15,1,3.3,7.69,1,3,23,0,1,89.7
13,2,0.4,8.83,3,1,4,1,0,59.4
12,1,0.3,7.48,5,2,6,0,1,43.3
11,1,14.6,7.47,4,4,21,0,0,70.4
10,1,16.3,4.89,3,2,16,0,1,51.2
8,2,5.6,11.77,3,2,7,0,0,51.7
19,1,5.8,8.31,1,1,8,0,0,70.5
15,1,6.2,7.3,2,1,9,0,0,55.0
15,2,17.1,5.01,1,1,10,0,1,81.0
13,2,0.9,2.67,4,2,0,0,0,82.5
13,3,39.7,13.23,2,2,14,0,1,98.0
5,1,3.8,10.22,4,2,7,0,0,35.8
10,2,120.4,1.5,3,1,18,1,0,98.0
10,2,2.8,11.05,2,3,11,0,1,65.0
13,1,22.1,11.69,2,3,5,0,0,66.0
11,2,3.8,8.5,3,1,9,0,0,42.8
8,1,1.3,14.39,5,2,23,0,0,41.7
10,3,31.2,8.87,4,1,4,0,1,89.3
13,1,29.4,2.33,3,3,23,1,1,96.3
10,2,7.8,9.46,3,3,6,0,0,60.9
9,1,18.2,8.98,3,4,6,1,0,58.7
15,3,12.2,5.59,5,1,22,1,0,80.3
10,1,28.8,10.29,4,2,21,0,1,63.9
10,3,5.7,1.33,3,1,21,1,0,92.6
13,3,11.1,11.96,3,2,8,0,1,77.1
11,1,10.0,4.49,3,2,14,0,0,49.3
8,2,6.6,4.06,3,1,5,0,1,60.4
7,3,33.3,7.54,1,3,15,0,0,78.2
18,1,2.7,9.73,3,2,6,1,1,67.9
21,1,2.4,8.66,5,3,14,1,0,51.8
15,2,12.9,5.03,3,2,22,1,0,77.6
17,1,16.1,5.98,1,4,1,0,1,98.0
12,1,3.2,3.47,4,4,7,0,1,65.5
10,1,7.4,7.1,2,4,11,0,0,52.8
15,1,43.9,12.3,2,3,10,0,1,89.4
4,1,4.2,7.98,2,3,5,0,0,45.7
12,1,16.6,11.44,3,2,19,0,0,61.2
11,3,20.2,13.82,3,1,12,0,0,69.9
21,2,8.9,5.65,3,3,22,0,0,91.2
12,1,41.6,7.25,4,3,15,0,1,66.6
18,2,20.0,15.0,3,4,7,0,0,81.9
10,2,9.2,13.78,4,2,16,1,0,59.3
16,3,12.6,1.31,2,2,12,0,0,98.0
13,1,17.7,9.55,4,3,3,0,0,70.7
11,1,13.5,8.0,3,4,19,1,1,69.2
11,3,31.6,11.31,3,1,9,1,1,73.5
11,3,6.6,5.02,3,2,21,1,0,81.2
10,2,5.3,4.64,3,2,19,0,0,58.0
8,2,3.6,5.3,1,1,15,0,1,63.4
12,1,0.6,5.71,4,1,16,1,0,41.8
10,2,0.7,11.26,1,2,7,1,0,61.1
12,1,30.6,3.28,2,3,10,0,0,73.2
20,1,17.0,5.51,3,1,4,0,0,77.2
12,2,16.2,0.84,4,2,20,0,1,98.0
12,1,14.3,12.03,1,3,15,0,0,73.0
9,1,28.4,13.08,5,4,23,0,1,68.2
7,3,9.8,6.69,5,4,7,0,0,54.0
12,1,30.7,6.81,3,2,20,1,0,69.4
14,3,6.7,9.81,3,4,15,0,1,81.0
14,3,39.2,13.9,4,1,3,1,1,98.0
10,2,18.0,9.63,3,3,5,0,1,73.7
7,1,4.5,5.21,3,2,20,0,0,46.8
16,1,12.5,1.52,5,1,7,0,1,65.1
11,1,11.4,3.54,5,2,8,1,0,43.9
16,1,2.2,8.29,5,1,12,0,0,39.3
17,1,13.4,5.38,2,3,16,0,1,74.9
8,3,5.7,8.78,2,2,8,1,1,67.6
8,1,0.8,5.79,2,2,12,0,1,51.6
12,2,44.5,3.77,3,1,8,1,1,76.1
8,1,15.4,3.29,3,1,5,1,0,49.5
13,2,31.4,14.25,3,4,9,1,0,84.3
14,3,16.9,11.56,3,3,4,0,1,98.0
18,1,6.6,14.92,4,4,6,0,0,70.2
9,1,10.8,10.16,4,2,10,1,0,43.4
14,2,16.9,6.28,4,1,23,0,0,70.0
10,2,48.4,13.29,1,2,8,0,0,83.4
13,2,4.4,7.87,1,2,9,1,1,82.2
8,1,31.2,8.88,4,1,10,0,0,43.6
15,1,38.7,7.83,3,3,2,1,0,94.3
8,3,16.6,0.2,3,2,7,1,1,84.9
13,3,40.2,14.42,1,1,16,1,0,91.0
12,1,7.6,9.96,2,2,6,0,1,62.3
10,2,45.9,9.32,3,2,11,0,0,73.9
8,1,18.2,7.75,4,3,15,0,1,54.1
11,1,0.6,8.65,5,2,14,0,0,38.4
11,1,35.6,5.61,3,2,20,0,0,77.3
13,1,9.9,10.47,3,1,12,0,0,48.2
18,2,9.3,2.77,4,4,17,0,0,84.3
12,1,12.5,8.74,3,4,17,0,1,61.0
15,1,2.4,10.25,3,3,23,1,0,74.2
12,2,9.5,7.21,5,1,4,0,1,70.4
18,2,26.7,9.48,4,2,13,0,0,80.0
12,2,0.2,4.03,5,2,10,0,1,53.7
12,3,4.8,4.14,2,4,2,1,1,96.0
13,1,0.0,8.95,3,4,16,0,0,58.2
12,2,8.1,10.71,4,3,22,0,0,68.7
6,2,19.5,0.5,2,1,11,0,1,83.6
16,2,24.0,10.09,4,4,2,0,0,83.4
8,1,43.6,5.83,2,2,22,1,0,81.8
15,1,14.1,7.23,4,3,1,1,1,77.9
13,3,4.4,2.64,3,2,3,0,1,91.9
3,1,38.7,4.59,2,2,17,1,1,60.9
16,3,22.4,11.86,3,2,19,1,0,81.7
16,2,12.8,8.13,3,1,20,1,0,80.4
11,2,17.8,6.47,3,2,13,0,1,69.6
11,2,38.7,7.53,3,3,7,0,0,66.8
13,2,18.7,9.96,4,1,1,0,0,69.7
10,1,6.9,9.76,3,1,18,0,1,47.3
11,2,18.7,7.7,3,1,9,0,0,57.2
13,2,0.6,12.37,1,2,4,1,0,79.4
10,1,7.3,11.88,5,4,10,1,1,54.5
11,1,7.8,9.65,2,1,8,1,0,43.3
15,1,2.7,8.22,3,1,15,0,0,48.7
5,3,0.4,10.63,4,4,4,0,0,68.4
18,1,2.1,9.26,2,3,14,0,0,67.0
12,2,15.9,12.24,3,1,13,0,1,60.4
10,1,24.3,11.6,2,3,8,1,0,70.4
13,1,66.6,3.93,4,3,19,0,0,87.2
7,2,6.4,3.66,3,3,4,1,0,81.9
21,1,13.7,5.2,4,2,14,0,1,72.2
13,2,41.5,11.9,4,4,8,0,1,87.2
13,2,2.7,1.69,3,1,3,0,0,85.1
13,2,19.0,9.58,4,1,20,0,0,76.9
11,1,21.1,9.45,3,2,20,0,1,75.8
13,3,1.4,12.65,3,2,3,0,0,79.9
10,2,29.6,8.72,3,4,19,0,0,79.8
14,3,25.2,2.63,5,2,20,1,0,91.3
8,1,0.5,4.16,3,1,21,1,0,51.8
12,2,1.4,3.27,3,2,6,1,1,79.7
13,3,0.8,5.85,3,2,14,1,1,73.6
10,3,6.1,7.27,3,4,21,1,1,81.0
9,1,10.7,3.34,1,2,16,0,1,72.4
9,1,11.4,13.88,3,2,17,0,1,48.2
11,1,4.7,2.7,3,3,6,0,1,65.9
11,1,36.4,13.38,3,3,18,1,0,74.6
17,1,6.9,12.74,3,2,9,0,0,65.0
12,1,0.7,11.59,3,1,12,0,1,55.4
11,3,5.4,5.22,4,3,1,1,0,76.1
14,1,11.4,9.37,5,3,21,0,0,63.8
19,2,7.9,2.89,3,3,19,1,0,87.1
10,1,4.8,11.64,1,4,10,1,0,65.7
9,1,2.1,7.7,5,3,4,0,0,50.5
15,1,25.7,6.36,4,3,5,0,0,70.1
11,1,83.4,3.11,3,4,2,1,0,98.0
13,2,6.0,0.2,2,1,0,0,1,98.0
15,3,7.2,3.85,2,2,2,1,1,98.0
17,1,14.4,12.45,2,2,2,1,1,84.6
19,1,19.0,6.39,1,2,21,0,1,97.1
10,1,7.5,7.32,5,3,3,0,0,54.3
11,3,35.3,10.62,3,3,6,0,0,85.9
11,2,12.3,15.0,3,3,14,0,0,67.1
9,2,9.0,13.3,4,4,10,0,1,61.9
10,2,15.6,4.11,4,2,17,1,0,61.3
8,2,45.8,0.23,4,3,11,0,1,98.0
11,1,23.7,15.0,5,2,3,1,0,64.6
8,1,0.6,15.0,3,2,23,0,1,61.5
14,3,6.1,8.75,5,1,10,0,0,62.0
14,2,9.5,2.92,4,3,5,0,1,84.3
12,2,5.7,11.85,1,2,18,1,0,72.5
14,2,18.1,7.57,3,3,17,0,0,71.1
12,1,26.3,7.55,3,2,14,0,0,62.1
14,2,19.7,11.58,5,1,2,1,1,73.0
11,2,68.1,9.34,3,2,16,0,0,84.3
14,1,4.8,3.26,3,2,0,0,1,82.2
16,2,31.2,6.7,1,4,1,0,1,98.0
11,3,21.8,10.64,3,1,18,1,1,74.4
9,1,6.7,10.04,1,4,8,0,0,59.3
13,1,19.9,9.05,3,4,7,0,0,61.7
10,1,1.6,11.73,4,4,11,0,0,50.5
16,2,23.4,6.55,2,2,14,1,1,81.9
8,1,11.4,8.71,3,4,22,0,1,72.8
10,2,5.2,0.2,2,2,6,0,1,87.0
12,3,16.0,6.2,2,1,20,0,0,83.6
8,1,15.4,11.06,3,1,15,0,0,43.2
19,3,3.5,6.44,1,4,6,1,1,95.5
12,3,0.5,6.14,3,1,19,0,0,60.0
7,1,8.5,3.83,1,2,20,1,1,82.7
10,1,12.6,12.01,2,1,11,1,0,45.5
3,3,31.4,10.19,3,2,16,1,0,67.0
15,3,39.5,11.3,3,1,10,0,1,95.6
12,1,11.3,1.1,1,3,3,1,0,96.0
11,1,21.0,7.36,3,2,18,0,0,55.9
15,1,8.7,6.88,4,4,1,1,1,74.4
11,3,20.6,6.88,4,3,1,0,1,85.0
12,1,3.4,5.54,2,4,23,1,1,80.7
10,2,7.0,6.62,3,2,16,0,1,61.6
12,2,15.1,11.4,3,2,23,1,0,74.4
8,1,0.3,0.35,1,2,8,1,0,68.3
10,2,19.2,15.0,4,2,21,1,0,67.4
5,1,27.1,9.94,5,3,0,1,0,58.8
6,3,7.6,7.83,4,2,9,0,0,55.4
11,1,8.9,11.63,4,3,22,0,1,70.1
9,2,28.6,2.19,4,3,14,1,0,75.3
6,2,22.4,5.34,3,1,20,0,1,66.1
10,1,5.1,7.52,3,3,14,0,0,54.4
18,1,5.9,13.46,4,1,22,0,0,71.8
6,1,17.0,7.81,3,2,20,0,0,56.1
21,1,12.4,9.8,3,3,1,0,1,91.3
11,2,2.7,5.64,3,4,13,0,0,57.9
10,2,5.6,9.95,4,1,3,0,0,61.9
12,1,34.5,14.71,1,1,17,0,1,79.9
16,2,17.5,11.98,3,1,8,0,0,70.0
13,2,64.0,7.67,5,2,1,0,0,98.0
12,2,21.9,10.7,4,3,1,0,1,82.6
13,1,42.7,10.31,5,3,17,0,0,58.5
15,1,3.7,10.03,3,3,16,1,0,63.4
11,1,22.1,12.45,1,3,8,0,1,73.9
11,2,0.3,12.42,4,2,7,1,0,46.3
12,1,16.7,7.49,2,1,1,1,0,75.7
13,1,9.5,10.57,3,1,1,0,0,61.1
16,1,6.4,6.47,3,3,4,0,0,71.3
9,2,29.8,4.31,2,3,11,0,0,77.7
9,1,28.9,6.92,3,3,15,0,0,54.1
14,1,0.3,7.69,3,2,13,0,0,54.4
13,1,14.1,1.35,3,2,19,0,0,69.4
7,1,6.9,11.44,4,4,1,0,1,64.6
17,2,8.1,0.2,2,1,23,0,1,98.0
14,1,26.8,15.0,2,3,7,1,1,77.2
6,1,5.6,14.01,3,2,3,0,0,48.3
11,2,43.0,6.96,3,1,19,1,0,68.5
20,1,3.0,8.04,5,3,8,0,0,62.6
10,1,16.3,9.21,1,2,19,0,1,64.1
10,3,16.7,5.64,4,3,18,0,0,63.5
14,1,4.4,8.77,3,3,1,1,0,69.1
15,1,5.9,7.42,3,2,15,0,0,50.7
10,1,27.0,7.62,1,3,10,0,0,61.0
12,1,21.5,8.73,3,2,7,1,0,56.2
8,2,6.0,2.75,2,2,11,0,0,67.2
11,2,11.5,8.16,2,3,2,0,0,83.9
14,2,1.0,8.65,3,2,12,1,1,66.3
13,1,3.5,8.52,4,1,1,1,0,58.1
14,1,10.0,7.14,4,4,12,0,1,63.5
13,2,1.3,12.55,3,2,7,0,0,65.5
9,3,27.8,6.59,3,3,14,1,0,72.3
12,1,19.0,8.91,3,3,23,1,0,72.5
6,1,43.1,13.19,5,2,20,0,0,66.5
10,1,17.7,7.68,3,2,8,1,0,50.1
12,1,42.3,8.86,2,2,10,0,0,70.3
10,1,12.1,7.61,2,2,21,0,0,68.9
9,1,13.8,12.95,3,3,20,0,0,70.0
14,2,56.6,6.97,3,3,2,0,0,98.0
11,2,15.4,13.13,1,1,6,0,0,62.6
15,1,0.5,7.59,4,2,13,0,0,46.8
5,1,19.3,4.56,4,4,14,0,0,50.8
9,2,35.4,10.72,3,2,8,0,1,70.1
16,1,23.8,6.78,1,3,19,0,0,76.4
14,2,13.2,10.48,3,3,10,1,0,65.9
10,1,16.7,0.2,5,2,6,1,1,75.2
15,2,69.4,8.02,4,2,11,0,1,92.3
16,1,1.4,6.16,2,3,18,1,1,68.0
11,1,16.5,3.75,2,2,17,0,1,70.9
9,1,5.0,5.79,3,2,12,0,1,44.2
8,1,15.3,5.71,3,3,10,1,1,55.9
13,1,14.0,7.81,3,3,0,0,0,78.5
12,2,2.5,2.53,5,2,5,0,1,64.8
13,1,3.5,9.27,3,1,20,0,1,66.2
12,1,14.6,13.46,1,2,1,0,1,82.4
9,2,2.1,9.12,4,2,12,0,1,55.3
10,2,4.6,11.24,1,2,12,1,0,63.8
12,3,27.0,12.38,5,2,18,0,0,75.9
9,2,5.9,12.95,3,1,8,1,1,54.7
7,1,10.0,15.0,5,2,18,1,0,32.1
15,2,42.5,6.0,2,2,22,0,1,98.0
7,3,3.9,5.13,1,2,0,0,0,79.1
16,2,7.4,11.13,3,2,22,0,1,83.0
13,1,14.0,10.83,3,2,7,0,1,56.0
12,1,21.1,11.1,3,4,22,0,0,80.3
13,1,34.8,15.0,5,1,13,1,0,50.0
11,2,37.1,8.05,4,3,23,1,0,81.3
12,2,22.5,9.7,3,4,15,0,1,76.7
14,2,3.9,4.08,2,2,3,0,1,87.8
8,1,0.4,15.0,4,3,17,0,0,42.5
8,2,7.3,6.65,4,1,13,0,0,44.9
12,2,2.3,6.77,3,2,8,1,1,61.1
7,1,18.6,6.61,5,2,14,1,1,44.4
13,2,16.2,5.42,2,1,2,0,0,78.8
7,1,0.7,5.08,2,2,3,0,0,57.6
9,3,27.2,5.91,1,2,22,0,1,96.6
9,2,4.3,2.54,4,3,17,0,0,61.6
19,2,8.5,4.86,3,4,13,0,1,86.3
7,2,16.5,15.0,3,1,14,0,0,50.6
9,3,8.4,10.94,2,2,7,0,1,75.5
9,1,8.7,11.7,1,2,9,0,0,56.4
18,1,1.0,12.71,2,2,23,0,1,80.1
14,2,7.7,15.0,3,3,11,0,0,62.2
24,1,21.7,0.91,2,2,20,0,0,98.0
14,1,37.0,3.08,2,1,8,0,0,78.6
18,3,8.0,4.79,4,3,7,0,1,87.5
12,2,8.3,6.12,3,3,16,0,0,64.9
11,1,18.2,6.8,4,2,8,1,0,55.3
18,1,42.9,6.21,1,2,12,0,0,85.5
10,1,4.7,8.88,3,1,13,0,0,41.7
10,1,8.7,8.14,3,1,4,1,0,60.2
10,1,23.8,5.11,2,1,8,0,0,57.7
14,2,14.1,0.2,2,2,15,1,1,98.0
9,1,1.8,4.03,4,4,18,0,1,50.3
7,1,14.8,5.8,5,2,23,0,1,48.6
11,1,3.1,7.01,1,1,22,0,1,69.3
6,3,10.7,3.48,3,2,6,0,0,65.8
16,1,11.3,6.04,5,2,11,0,1,48.8
11,1,31.3,3.48,1,2,1,0,0,89.9
17,1,9.3,7.5,3,2,17,1,0,62.6
12,2,4.9,3.71,5,2,17,0,0,55.1
7,2,3.9,4.6,5,2,15,0,0,42.4
11,1,31.1,2.77,3,1,10,0,0,68.5
12,1,2.8,7.39,2,1,1,1,0,57.3
15,1,8.3,4.53,2,1,13,1,1,66.4
8,2,3.1,11.63,4,2,3,1,0,56.7
8,2,22.3,9.62,5,1,6,0,0,44.6
13,1,9.6,7.72,3,2,1,0,0,64.9
